"IDEPB - 2018
RESULTADOS POR ESCOLA
LÍNGUA PORTUGUESA/MATEMÁTICA";;;;;;;;;;
Etapa de Escolaridade;Rede de Ensino;GRE;Município;Código da Escola;Escola;Nota Média Padronizada - LP;Nota Média Padronizada - MT;Indicador de Desempenho;Indicador de Fluxo;IDEPB
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;JUAREZ TAVORA;25082272;EEEFM DOM ADAUTO;3,84;3,59;3,71;0,72;2,66
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;MOGEIRO;25082493;EEEFM OTAVIA SILVEIRA;4,03;4,01;4,02;0,64;2,58
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;SALGADO DE SAO FELIX;25082922;EEEFM ANA RIBEIRO;3,89;3,47;3,68;0,76;2,79
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;SALGADO DE SAO FELIX;25082949;EEEFM ARNALDO MAROJA;3,34;3,13;3,23;0,75;2,42
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;SALGADO DE SAO FELIX;25082957;EEEFM DE DOIS RIACHOS;3,17;3,65;3,41;0,90;3,06
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;JURIPIRANGA;25088785;EEEFM TEONAS DA CUNHA CAVALCANTE;3,78;3,75;3,76;0,75;2,81
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;SAO JOSE DOS RAMOS;25089242;EEEFM JOCELYN VELLOSO BORGES;3,67;3,66;3,66;0,78;2,85
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;PILAR;25089250;EEEFM JOSE LINS DO REGO;4,51;4,25;4,38;0,75;3,27
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;SAO MIGUEL DE TAIPU;25089552;EEEFM MARIA LINS;4,18;3,82;4,00;0,85;3,40
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;SAO MIGUEL DE TAIPU;25089560;EEEFM SEVERINA DE HOLANDA CAVALCANTI;4,30;3,13;3,71;0,73;2,72
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;PEDRAS DE FOGO;25100696;EEEFM JOAO URSULO;5,24;4,71;4,97;0,78;3,86
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;PEDRAS DE FOGO;25117521;EEEFM PROF GETULIO CESAR RODRIGUES GUEDES;3,84;3,83;3,84;0,77;2,95
5º ano do Ensino Fundamental;ESTADUAL;13ª GRE-POMBAL;POMBAL;25016024;EEEF OITO DE JULHO;4,45;4,67;4,56;0,95;4,34
5º ano do Ensino Fundamental;ESTADUAL;13ª GRE-POMBAL;POMBAL;25016032;EEEF AMELIA MARIA DA LUZ;4,59;5,78;5,18;0,80;4,14
5º ano do Ensino Fundamental;ESTADUAL;13ª GRE-POMBAL;POMBAL;25118560;EEEF JOANA IVONILDES BANDEIRA;4,92;4,63;4,77;0,97;4,61
9º ano do Ensino Fundamental;ESTADUAL;13ª GRE-POMBAL;LAGOA;25003038;EEEFM MONS VALERIANO PEREIRA;5,55;5,04;5,29;0,81;4,29
9º ano do Ensino Fundamental;ESTADUAL;13ª GRE-POMBAL;CONDADO;25013840;EEEFM DR TRAJANO PIRES DA NOBREGA;4,89;4,64;4,77;0,89;4,27
9º ano do Ensino Fundamental;ESTADUAL;13ª GRE-POMBAL;POMBAL;25015885;EEEF JOAO DA MATA;4,51;4,42;4,46;0,55;2,46
9º ano do Ensino Fundamental;ESTADUAL;13ª GRE-POMBAL;POMBAL;25015893;EEEFM ARRUDA CAMARA;5,03;5,02;5,03;0,87;4,38
9º ano do Ensino Fundamental;ESTADUAL;13ª GRE-POMBAL;POMBAL;25016032;EEEF AMELIA MARIA DA LUZ;3,37;3,53;3,45;0,80;2,77
9º ano do Ensino Fundamental;ESTADUAL;13ª GRE-POMBAL;SAO BENTINHO;25016105;EEEFM DEPUTADO LEVI OLIMPIO FERREIRA;4,23;4,06;4,14;0,75;3,12
9º ano do Ensino Fundamental;ESTADUAL;13ª GRE-POMBAL;POMBAL;25118560;EEEF JOANA IVONILDES BANDEIRA;5,29;5,62;5,46;0,83;4,52
3ª série do Ensino Médio;ESTADUAL;13ª GRE-POMBAL;LAGOA;25003054;EEEFM FREI BRUNO;4,68;4,26;4,47;0,83;3,72
3ª série do Ensino Médio;ESTADUAL;13ª GRE-POMBAL;CONDADO;25013840;EEEFM DR TRAJANO PIRES DA NOBREGA;5,12;4,54;4,83;0,90;4,37
3ª série do Ensino Médio;ESTADUAL;13ª GRE-POMBAL;VISTA SERRANA;25014226;EEEFM MANOEL MEDEIROS DE ARAUJO;4,25;4,02;4,14;0,94;3,87
3ª série do Ensino Médio;ESTADUAL;13ª GRE-POMBAL;PAULISTA;25015320;EEEFM FRANCISCO DE SA CAVALCANTE;5,04;5,18;5,11;0,78;3,96
3ª série do Ensino Médio;ESTADUAL;13ª GRE-POMBAL;POMBAL;25015869;EEEFM MONSENHOR VICENTE FREITAS;5,35;4,81;5,08;0,98;4,96
3ª série do Ensino Médio;ESTADUAL;13ª GRE-POMBAL;POMBAL;25015885;EEEF JOAO DA MATA;4,06;4,17;4,12;0,85;3,51
3ª série do Ensino Médio;ESTADUAL;13ª GRE-POMBAL;POMBAL;25015893;EEEFM ARRUDA CAMARA;4,94;4,74;4,84;0,87;4,23
3ª série do Ensino Médio;ESTADUAL;13ª GRE-POMBAL;CAJAZEIRINHAS;25016059;EEEFM MARIA SOLEDADE ASSIS FREITAS;4,89;4,93;4,91;0,93;4,54
3ª série do Ensino Médio;ESTADUAL;13ª GRE-POMBAL;SAO BENTINHO;25016105;EEEFM DEPUTADO LEVI OLIMPIO FERREIRA;4,68;4,41;4,55;0,93;4,24
3ª série do Ensino Médio;ESTADUAL;13ª GRE-POMBAL;SAO DOMINGOS;25016164;EEEM PROF CICERO SEVERO LOPES;5,08;4,76;4,92;0,98;4,80
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;LAGOA DE DENTRO;25069373;EEEF GETULIO VARGAS;4,81;4,94;4,88;0,67;3,25
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;PEDRO REGIS;25086324;EEEFM MARGARIDA DIAS;6,21;7,14;6,68;0,80;5,34
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;JACARAU;25086332;EEEF CASTRO PINTO;5,50;5,63;5,57;0,89;4,98
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MAMANGUAPE;25086910;EEEF PROF ANTONIO GARCEZ;4,40;4,44;4,42;0,74;3,27
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;CUITE DE MAMANGUAPE;25087355;EEEFM PROF RENATO FONSECA FILHO;5,25;4,76;5,00;0,82;4,09
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;RIO TINTO;25087878;EEIEFM GUILHERME DA SILVEIRA;4,43;4,36;4,40;0,79;3,48
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;RIO TINTO;25087894;EEIEFM DRº JOSE LOPES RIBEIRO;3,34;3,75;3,55;0,81;2,87
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;RIO TINTO;25087908;EEEF FREDERICO LUNDGREN;5,63;5,56;5,60;0,83;4,64
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MARCACAO;25087983;EEEIEF ISAURA SOARES DE LIMA;5,73;6,16;5,95;0,67;3,96
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MARCACAO;25088068;EEIEFM INDIO ANTONIO SINESIO DA SILVA;4,79;5,78;5,29;0,82;4,33
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;RIO TINTO;25088220;EEIEF CACIQUE DOMINGOS BARBOSA DOS SANTOS;4,40;4,12;4,26;0,70;2,97
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;BAIA DA TRAICAO;25101978;EEIEFM AKAJUTIBIRO;3,68;3,88;3,78;0,96;3,63
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MARCACAO;25111841;EEEF INDIGENA JOSE FERREIRA PADILHA;3,81;3,92;3,86;0,76;2,94
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;ITAPOROROCA;25113810;EEEF ISAURA FERNANDES DE SOUZA;5,64;5,71;5,68;0,77;4,40
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MARCACAO;25120760;EEIEF CACIQUE INIGUACU;4,63;4,57;4,60;0,59;2,73
5º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MARCACAO;25128809;EEIEF INDIO PEDRO MAXIMO DE LIMA;3,33;3,47;3,40;0,94;3,21
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;LAGOA DE DENTRO;25069373;EEEF GETULIO VARGAS;4,22;4,38;4,30;0,76;3,26
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;BAIA DA TRAICAO;25085875;EEEFM MATIAS FREIRE;4,20;3,76;3,98;0,71;2,84
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;JACARAU;25086332;EEEF CASTRO PINTO;4,72;4,67;4,70;0,87;4,07
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MAMANGUAPE;25086910;EEEF PROF ANTONIO GARCEZ;3,52;3,26;3,39;0,63;2,13
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MAMANGUAPE;25086928;EEEF PROFESSOR LUIZ APRIGIO;4,23;4,24;4,23;0,77;3,27
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MAMANGUAPE;25086936;EEEF II E EJA UMBELINA GARCEZ;4,32;4,25;4,29;0,82;3,50
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;CUITE DE MAMANGUAPE;25087355;EEEFM PROF RENATO FONSECA FILHO;4,90;4,60;4,75;0,84;4,00
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MAMANGUAPE;25087657;EEEF ANTONIO PINTO BARBALHO;4,66;4,37;4,52;0,73;3,30
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MAMANGUAPE;25087665;EEEF DR JOSE A DA TRINDADE;4,74;4,39;4,56;0,57;2,59
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MATARACA;25087738;EEEFM PEDRO POTI;4,91;4,60;4,76;0,73;3,48
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;RIO TINTO;25087894;EEIEFM DRº JOSE LOPES RIBEIRO;4,31;3,80;4,05;0,85;3,45
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;RIO TINTO;25087908;EEEF FREDERICO LUNDGREN;5,94;5,65;5,79;0,69;4,00
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MARCACAO;25088068;EEIEFM INDIO ANTONIO SINESIO DA SILVA;3,94;3,35;3,64;0,72;2,64
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;RIO TINTO;25088220;EEIEF CACIQUE DOMINGOS BARBOSA DOS SANTOS;3,34;4,03;3,69;0,82;3,02
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MARCACAO;25111841;EEEF INDIGENA JOSE FERREIRA PADILHA;2,76;3,26;3,01;0,83;2,51
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;ITAPOROROCA;25113810;EEEF ISAURA FERNANDES DE SOUZA;4,61;4,52;4,56;0,80;3,67
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MARCACAO;25120760;EEIEF CACIQUE INIGUACU;4,01;4,32;4,16;0,55;2,27
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;BAIA DA TRAICAO;25120778;EEIEFM PEDRO POTI;3,68;3,91;3,80;0,92;3,48
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MAMANGUAPE;25122533;EEEF DR GUSTAVO FERNANDES DE LIMA SOBRINHO;4,57;4,16;4,37;0,86;3,74
9º ano do Ensino Fundamental;ESTADUAL;14ª GRE-MAMANGUAPE;MARCACAO;25128809;EEIEF INDIO PEDRO MAXIMO DE LIMA;4,06;3,91;3,99;0,78;3,12
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;LAGOA DE DENTRO;25069357;EEEFM IVAN BICHARA SOBREIRA;4,44;3,74;4,09;0,62;2,53
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;BAIA DA TRAICAO;25085875;EEEFM MATIAS FREIRE;3,98;3,77;3,87;0,92;3,57
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;ITAPOROROCA;25086049;EEEFM SEVERINO FELIX DE BRITO;3,43;3,57;3,50;0,79;2,76
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;JACARAU;25086316;EEEFM ALZIRA LISBOA;4,23;4,06;4,15;0,78;3,25
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;PEDRO REGIS;25086324;EEEFM MARGARIDA DIAS;4,43;4,40;4,42;0,83;3,69
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;MAMANGUAPE;25086901;EEEFM SENADOR RUI CARNEIRO;5,15;4,79;4,97;0,84;4,18
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;MAMANGUAPE;25086928;EEEF PROFESSOR LUIZ APRIGIO;4,36;3,85;4,11;0,70;2,86
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;MAMANGUAPE;25086936;EEEF II E EJA UMBELINA GARCEZ;3,93;3,99;3,96;0,73;2,90
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;CAPIM;25087304;EEEF DO DISTRITO DE CAPIM;3,82;3,67;3,74;0,86;3,23
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;CUITE DE MAMANGUAPE;25087355;EEEFM PROF RENATO FONSECA FILHO;4,16;3,61;3,89;0,86;3,32
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;CURRAL DE CIMA;25087673;EEEFM HENRIQUE FERNANDES DE FARIAS;4,56;4,73;4,65;0,94;4,39
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;MATARACA;25087738;EEEFM PEDRO POTI;3,80;3,67;3,74;0,63;2,34
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;RIO TINTO;25087860;EEEFM PROF LUIZ GONZAGA BURITY;4,22;3,80;4,01;0,73;2,91
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;RIO TINTO;25087894;EEIEFM DRº JOSE LOPES RIBEIRO;3,74;3,25;3,50;0,96;3,34
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;MARCACAO;25088068;EEIEFM INDIO ANTONIO SINESIO DA SILVA;2,72;3,14;2,93;0,51;1,49
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;RIO TINTO;25088220;EEIEF CACIQUE DOMINGOS BARBOSA DOS SANTOS;3,27;3,01;3,14;0,84;2,63
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;MARCACAO;25120760;EEIEF CACIQUE INIGUACU;3,66;3,22;3,44;0,78;2,69
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;BAIA DA TRAICAO;25120778;EEIEFM PEDRO POTI;3,39;3,35;3,37;0,95;3,21
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;MAMANGUAPE;25122533;EEEF DR GUSTAVO FERNANDES DE LIMA SOBRINHO;4,31;3,87;4,09;0,90;3,68
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;MAMANGUAPE;25127977;ETE DO VALE DO MAMANGUAPE JOAO DA MATA CAVALCANTI DE ALBUQUERQUE;5,21;4,66;4,94;0,95;4,67
3ª série do Ensino Médio;ESTADUAL;14ª GRE-MAMANGUAPE;MARCACAO;25128809;EEIEF INDIO PEDRO MAXIMO DE LIMA;2,88;3,08;2,98;0,90;2,68
